employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,Age_Group,Experience_Level,Training_Category,KPI_Status,Award_Status,Performance_Category
22219,Technology,region_22,Bachelors,m,referred,1,29,4.0,5,0,0,83,21-30,Beginner,Good,Not Achieved,No Award,Good
45265,Operations,region_29,Masters & above,m,other,1,33,1.0,7,0,0,62,31-40,Intermediate,Average,Not Achieved,No Award,Poor
37360,Analytics,region_27,Bachelors,m,sourcing,1,26,,1,0,0,88,21-30,Beginner,Excellent,Not Achieved,No Award,
67812,Sales & Marketing,region_7,Masters & above,m,other,1,32,,1,1,0,52,31-40,Beginner,Average,Achieved,No Award,
41595,Sales & Marketing,region_22,Masters & above,m,other,1,48,4.0,6,0,0,54,41-50,Intermediate,Average,Not Achieved,No Award,Good
6854,Sales & Marketing,region_1,Masters & above,m,sourcing,1,42,5.0,6,0,0,49,41-50,Intermediate,Low,Not Achieved,No Award,Excellent
74153,Technology,region_7,Bachelors,m,sourcing,1,30,2.0,5,0,0,79,21-30,Beginner,Good,Not Achieved,No Award,Poor
63439,Sales & Marketing,region_13,Bachelors,m,sourcing,1,29,3.0,4,0,0,47,21-30,Beginner,Low,Not Achieved,No Award,Average
54890,Procurement,region_11,Bachelors,f,other,1,29,2.0,5,0,0,73,21-30,Beginner,Good,Not Achieved,No Award,Poor
62124,Sales & Marketing,region_28,Bachelors,m,other,1,26,4.0,3,1,0,52,21-30,Beginner,Average,Achieved,No Award,Good
42744,Operations,region_11,Bachelors,m,sourcing,1,29,4.0,4,0,0,57,21-30,Beginner,Average,Not Achieved,No Award,Good
60551,R&D,region_22,Bachelors,f,sourcing,1,29,5.0,5,1,0,86,21-30,Beginner,Excellent,Achieved,No Award,Excellent
17714,Operations,region_2,Bachelors,m,sourcing,1,28,,1,1,0,55,21-30,Beginner,Average,Achieved,No Award,
33626,Operations,region_17,Masters & above,m,sourcing,1,39,2.0,3,0,0,54,31-40,Beginner,Average,Not Achieved,No Award,Poor
45400,Technology,region_5,Bachelors,m,sourcing,2,30,,1,0,0,81,21-30,Beginner,Good,Not Achieved,No Award,
19557,Operations,region_2,Masters & above,m,sourcing,1,36,4.0,7,1,0,59,31-40,Intermediate,Average,Achieved,No Award,Good
29737,Procurement,region_2,Bachelors,f,other,1,44,3.0,14,0,0,69,41-50,Experienced,Average,Not Achieved,No Award,Average
23960,Procurement,region_34,Masters & above,m,other,1,40,5.0,7,1,0,71,31-40,Intermediate,Good,Achieved,No Award,Excellent
77684,Technology,region_22,Bachelors,m,sourcing,1,28,3.0,2,0,0,80,21-30,Beginner,Good,Not Achieved,No Award,Average
70798,Sales & Marketing,region_28,Masters & above,m,other,1,38,2.0,10,1,0,48,31-40,Intermediate,Low,Achieved,No Award,Poor
75668,Analytics,region_22,Bachelors,m,other,2,29,2.0,3,0,0,82,21-30,Beginner,Good,Not Achieved,No Award,Poor
4779,Technology,region_5,Masters & above,m,other,1,46,1.0,7,0,0,78,41-50,Intermediate,Good,Not Achieved,No Award,Poor
3716,Sales & Marketing,region_2,Masters & above,f,sourcing,2,33,2.0,10,0,0,49,31-40,Intermediate,Low,Not Achieved,No Award,Poor
25003,Analytics,region_31,Bachelors,m,other,2,27,3.0,2,1,0,84,21-30,Beginner,Good,Achieved,No Award,Average
8154,Operations,region_24,Bachelors,f,other,1,31,4.0,5,1,0,57,31-40,Beginner,Average,Achieved,No Award,Good
52412,Finance,region_11,Bachelors,m,other,2,32,3.0,2,0,0,62,31-40,Beginner,Average,Not Achieved,No Award,Average
74669,Finance,region_22,Bachelors,m,other,2,27,5.0,4,1,0,56,21-30,Beginner,Average,Achieved,No Award,Excellent
5853,Sales & Marketing,region_25,Masters & above,m,other,1,41,3.0,7,0,0,57,41-50,Intermediate,Average,Not Achieved,No Award,Average
32025,Operations,region_6,Bachelors,f,other,1,34,3.0,7,0,0,65,31-40,Intermediate,Average,Not Achieved,No Award,Average
59998,Sales & Marketing,region_8,Bachelors,m,other,1,31,5.0,5,0,0,49,31-40,Beginner,Low,Not Achieved,No Award,Excellent
17391,Sales & Marketing,region_6,Bachelors,m,other,2,37,1.0,9,0,0,44,31-40,Intermediate,Low,Not Achieved,No Award,Poor
15080,Sales & Marketing,region_21,Masters & above,m,sourcing,1,46,1.0,17,0,0,52,41-50,Experienced,Average,Not Achieved,No Award,Poor
67758,Analytics,region_22,Bachelors,f,sourcing,1,24,,1,1,0,83,21-30,Beginner,Good,Achieved,No Award,
14456,Procurement,region_4,Masters & above,m,other,1,48,5.0,7,0,0,71,41-50,Intermediate,Good,Not Achieved,No Award,Excellent
14691,Operations,region_17,Bachelors,f,sourcing,1,34,5.0,7,1,0,60,31-40,Intermediate,Average,Achieved,No Award,Excellent
62983,Sales & Marketing,region_7,Bachelors,m,other,1,33,4.0,10,0,0,49,31-40,Intermediate,Low,Not Achieved,No Award,Good
337,Operations,region_13,Bachelors,f,other,1,33,4.0,6,1,0,63,31-40,Intermediate,Average,Achieved,No Award,Good
33880,Sales & Marketing,region_13,Bachelors,f,other,1,32,3.0,6,0,0,53,31-40,Intermediate,Average,Not Achieved,No Award,Average
47958,Operations,region_27,Bachelors,f,sourcing,1,37,5.0,10,0,0,61,31-40,Intermediate,Average,Not Achieved,No Award,Excellent
11974,Procurement,region_27,Bachelors,m,sourcing,3,36,5.0,5,1,0,72,31-40,Beginner,Good,Achieved,No Award,Excellent
13828,Sales & Marketing,region_17,Masters & above,m,other,1,39,3.0,3,0,0,48,31-40,Beginner,Low,Not Achieved,No Award,Average
28346,Technology,region_31,Bachelors,m,sourcing,1,30,4.0,2,1,0,82,21-30,Beginner,Good,Achieved,No Award,Good
67800,Analytics,region_15,Bachelors,m,other,1,44,4.0,12,0,0,85,41-50,Experienced,Good,Not Achieved,No Award,Good
17433,Finance,region_30,Bachelors,m,other,1,29,5.0,7,1,0,59,21-30,Intermediate,Average,Achieved,No Award,Excellent
70209,Technology,region_13,Bachelors,f,other,1,29,5.0,6,0,0,99,21-30,Intermediate,Excellent,Not Achieved,No Award,Excellent
8137,Sales & Marketing,region_2,Bachelors,m,other,1,21,3.0,2,0,0,50,21-30,Beginner,Low,Not Achieved,No Award,Average
47356,Procurement,region_31,Bachelors,m,sourcing,1,37,3.0,7,1,0,68,31-40,Intermediate,Average,Achieved,No Award,Average
1009,Operations,region_4,Masters & above,m,sourcing,1,48,3.0,16,0,0,61,41-50,Experienced,Average,Not Achieved,No Award,Average
60844,Technology,region_2,Bachelors,f,sourcing,1,27,4.0,4,0,0,82,21-30,Beginner,Good,Not Achieved,No Award,Good
24511,Procurement,region_4,Bachelors,f,other,3,30,3.0,6,0,0,71,21-30,Intermediate,Good,Not Achieved,No Award,Average
61711,Procurement,region_31,Bachelors,m,other,1,30,4.0,5,0,0,65,21-30,Beginner,Average,Not Achieved,No Award,Good
26410,Finance,region_7,Bachelors,f,other,1,31,3.0,2,0,0,61,31-40,Beginner,Average,Not Achieved,No Award,Average
4198,Procurement,region_26,Masters & above,f,other,1,48,4.0,18,0,0,65,41-50,Experienced,Average,Not Achieved,No Award,Good
26757,Operations,region_20,Masters & above,m,other,1,36,5.0,10,0,0,54,31-40,Intermediate,Average,Not Achieved,No Award,Excellent
18322,Sales & Marketing,region_22,Bachelors,m,sourcing,1,55,3.0,27,0,0,45,51-60,Expert,Low,Not Achieved,No Award,Average
30842,Technology,region_2,Masters & above,m,referred,1,38,3.0,10,0,0,76,31-40,Intermediate,Good,Not Achieved,No Award,Average
76509,Procurement,region_15,Masters & above,f,other,1,47,4.0,5,0,0,70,41-50,Beginner,Average,Not Achieved,No Award,Good
27904,Sales & Marketing,region_4,Masters & above,m,other,1,34,5.0,6,1,0,47,31-40,Intermediate,Low,Achieved,No Award,Excellent
6315,Sales & Marketing,region_25,Bachelors,m,other,1,31,5.0,5,1,0,49,31-40,Beginner,Low,Achieved,No Award,Excellent
74829,Operations,region_4,Bachelors,f,sourcing,1,37,3.0,10,1,0,61,31-40,Intermediate,Average,Achieved,No Award,Average
71085,Legal,region_7,Bachelors,f,other,1,31,5.0,5,1,0,58,31-40,Beginner,Average,Achieved,No Award,Excellent
64462,Operations,region_19,Bachelors,m,other,2,34,4.0,4,0,0,59,31-40,Beginner,Average,Not Achieved,No Award,Good
3960,Operations,region_21,Masters & above,f,other,2,34,1.0,4,0,0,63,31-40,Beginner,Average,Not Achieved,No Award,Poor
76258,Procurement,region_22,Bachelors,m,sourcing,1,37,3.0,3,1,0,70,31-40,Beginner,Average,Achieved,No Award,Average
26498,Operations,region_13,Masters & above,m,sourcing,1,36,3.0,7,0,0,58,31-40,Intermediate,Average,Not Achieved,No Award,Average
51767,Sales & Marketing,region_2,,f,sourcing,1,21,,1,0,0,49,21-30,Beginner,Low,Not Achieved,No Award,
27778,Sales & Marketing,region_7,,m,sourcing,1,31,5.0,4,1,0,52,31-40,Beginner,Average,Achieved,No Award,Excellent
46652,Operations,region_7,Masters & above,m,sourcing,2,39,5.0,13,1,0,67,31-40,Experienced,Average,Achieved,No Award,Excellent
67984,Sales & Marketing,region_33,Bachelors,m,sourcing,1,37,5.0,2,1,0,52,31-40,Beginner,Average,Achieved,No Award,Excellent
45438,Sales & Marketing,region_9,Masters & above,m,other,1,38,3.0,4,0,0,54,31-40,Beginner,Average,Not Achieved,No Award,Average
59042,Sales & Marketing,region_2,Bachelors,m,sourcing,1,37,4.0,10,1,0,46,31-40,Intermediate,Low,Achieved,No Award,Good
67622,Sales & Marketing,region_7,Bachelors,f,other,1,38,3.0,8,0,0,45,31-40,Intermediate,Low,Not Achieved,No Award,Average
11679,Analytics,region_29,Bachelors,m,other,2,29,5.0,2,1,0,86,21-30,Beginner,Excellent,Achieved,No Award,Excellent
28186,Technology,region_7,Bachelors,m,other,2,28,,1,1,0,79,21-30,Beginner,Good,Achieved,No Award,
76112,Sales & Marketing,region_31,Bachelors,m,other,1,27,4.0,3,1,0,50,21-30,Beginner,Low,Achieved,No Award,Good
58177,Analytics,region_4,Bachelors,m,other,2,27,5.0,2,1,0,87,21-30,Beginner,Excellent,Achieved,No Award,Excellent
63177,Analytics,region_22,Bachelors,m,sourcing,2,26,4.0,3,0,0,86,21-30,Beginner,Excellent,Not Achieved,No Award,Good
6014,Sales & Marketing,region_13,Bachelors,m,sourcing,1,33,3.0,4,0,0,49,31-40,Beginner,Low,Not Achieved,No Award,Average
6701,Operations,region_26,Bachelors,m,other,1,42,3.0,14,0,0,57,41-50,Experienced,Average,Not Achieved,No Award,Average
64783,Technology,region_13,Masters & above,f,other,1,38,3.0,3,0,0,76,31-40,Beginner,Good,Not Achieved,No Award,Average
71908,Sales & Marketing,region_12,Bachelors,m,other,1,26,,1,1,0,49,21-30,Beginner,Low,Achieved,No Award,
9341,Procurement,region_22,Bachelors,m,other,1,35,1.0,2,0,0,68,31-40,Beginner,Average,Not Achieved,No Award,Poor
17212,Sales & Marketing,region_2,Masters & above,f,other,1,60,3.0,16,0,0,48,51-60,Experienced,Low,Not Achieved,No Award,Average
35761,Procurement,region_5,Bachelors,m,other,1,40,2.0,9,0,0,70,31-40,Intermediate,Average,Not Achieved,No Award,Poor
23584,Procurement,region_22,Bachelors,f,sourcing,1,28,,1,0,0,67,21-30,Beginner,Average,Not Achieved,No Award,
38635,HR,region_2,Masters & above,f,sourcing,1,35,5.0,7,1,0,50,31-40,Intermediate,Low,Achieved,No Award,Excellent
67270,Sales & Marketing,region_31,Bachelors,m,other,1,38,5.0,4,0,0,51,31-40,Beginner,Average,Not Achieved,No Award,Excellent
62533,Finance,region_26,Bachelors,m,sourcing,1,26,4.0,4,1,0,60,21-30,Beginner,Average,Achieved,No Award,Good
20365,Sales & Marketing,region_1,Bachelors,m,sourcing,1,27,3.0,4,0,0,51,21-30,Beginner,Average,Not Achieved,No Award,Average
12210,Analytics,region_22,Bachelors,m,other,2,33,1.0,5,0,0,88,31-40,Beginner,Excellent,Not Achieved,No Award,Poor
62141,Procurement,region_2,Bachelors,f,other,1,27,4.0,4,1,0,68,21-30,Beginner,Average,Achieved,No Award,Good
41201,Technology,region_26,Bachelors,m,other,1,29,5.0,4,1,0,80,21-30,Beginner,Good,Achieved,No Award,Excellent
68335,Sales & Marketing,region_13,Bachelors,m,other,1,30,3.0,2,1,0,51,21-30,Beginner,Average,Achieved,No Award,Average
51154,Procurement,region_17,Masters & above,f,sourcing,1,40,3.0,5,0,0,71,31-40,Beginner,Good,Not Achieved,No Award,Average
28431,Analytics,region_25,Bachelors,m,other,2,30,4.0,5,0,0,82,21-30,Beginner,Good,Not Achieved,No Award,Good
68401,Sales & Marketing,region_11,Masters & above,m,other,1,40,3.0,8,0,0,49,31-40,Intermediate,Low,Not Achieved,No Award,Average
69500,Operations,region_13,Masters & above,m,sourcing,1,31,4.0,7,1,0,62,31-40,Intermediate,Average,Achieved,No Award,Good
25984,Analytics,region_22,Bachelors,m,sourcing,2,25,4.0,2,1,0,84,21-30,Beginner,Good,Achieved,No Award,Good
56959,HR,region_2,Masters & above,f,other,1,52,3.0,13,0,0,51,51-60,Experienced,Average,Not Achieved,No Award,Average
45347,Sales & Marketing,region_24,Bachelors,m,sourcing,1,30,3.0,4,1,0,45,21-30,Beginner,Low,Achieved,No Award,Average
4876,Finance,region_15,Bachelors,f,sourcing,1,29,1.0,4,0,0,59,21-30,Beginner,Average,Not Achieved,No Award,Poor
32436,Procurement,region_17,Masters & above,f,sourcing,1,33,4.0,5,0,0,74,31-40,Beginner,Good,Not Achieved,No Award,Good
21609,Technology,region_13,Bachelors,f,other,1,26,5.0,4,1,0,77,21-30,Beginner,Good,Achieved,No Award,Excellent
58521,Analytics,region_7,Bachelors,m,sourcing,2,42,4.0,3,0,0,84,41-50,Beginner,Good,Not Achieved,No Award,Good
65552,Sales & Marketing,region_2,Bachelors,m,other,1,30,5.0,8,1,0,50,21-30,Intermediate,Low,Achieved,No Award,Excellent
47962,Analytics,region_7,Masters & above,m,other,1,33,2.0,8,0,0,85,31-40,Intermediate,Good,Not Achieved,No Award,Poor
20205,Operations,region_10,Bachelors,m,other,1,34,3.0,6,0,0,59,31-40,Intermediate,Average,Not Achieved,No Award,Average
31648,Technology,region_2,Masters & above,m,other,1,44,1.0,11,0,0,77,41-50,Experienced,Good,Not Achieved,No Award,Poor
73981,R&D,region_2,Masters & above,m,other,1,39,3.0,13,0,0,80,31-40,Experienced,Good,Not Achieved,No Award,Average
21042,Operations,region_4,Bachelors,f,sourcing,1,26,3.0,5,0,0,60,21-30,Beginner,Average,Not Achieved,No Award,Average
73481,Finance,region_22,Bachelors,m,other,1,23,,1,1,0,61,21-30,Beginner,Average,Achieved,No Award,
71222,Operations,region_2,Bachelors,f,other,2,29,4.0,5,0,0,59,21-30,Beginner,Average,Not Achieved,No Award,Good
60104,Sales & Marketing,region_31,Bachelors,f,other,1,26,3.0,2,0,0,54,21-30,Beginner,Average,Not Achieved,No Award,Average
16838,Technology,region_7,Bachelors,m,sourcing,1,54,5.0,17,1,0,74,51-60,Experienced,Good,Achieved,No Award,Excellent
6317,Technology,region_4,Masters & above,f,other,1,33,3.0,7,0,0,72,31-40,Intermediate,Good,Not Achieved,No Award,Average
54345,Procurement,region_17,Bachelors,m,other,1,32,5.0,6,1,0,69,31-40,Intermediate,Average,Achieved,No Award,Excellent
51746,HR,region_2,Bachelors,m,sourcing,1,50,3.0,6,1,1,48,41-50,Intermediate,Low,Achieved,Award Won,Average
12315,Technology,region_33,Bachelors,f,sourcing,1,44,5.0,13,1,0,77,41-50,Experienced,Good,Achieved,No Award,Excellent
2891,Sales & Marketing,region_16,Bachelors,m,other,1,32,4.0,6,0,0,48,31-40,Intermediate,Low,Not Achieved,No Award,Good
50790,Sales & Marketing,region_7,Bachelors,m,sourcing,1,39,2.0,9,0,0,50,31-40,Intermediate,Low,Not Achieved,No Award,Poor
52096,Analytics,region_2,Bachelors,m,other,1,29,3.0,3,1,0,85,21-30,Beginner,Good,Achieved,No Award,Average
39673,Sales & Marketing,region_9,Masters & above,m,other,3,32,3.0,3,1,1,92,31-40,Beginner,Excellent,Achieved,Award Won,Average
10331,Procurement,region_19,Bachelors,m,sourcing,1,28,,1,0,1,70,21-30,Beginner,Average,Not Achieved,Award Won,
12196,Sales & Marketing,region_30,Bachelors,m,other,1,36,4.0,9,0,1,50,31-40,Intermediate,Low,Not Achieved,Award Won,Good
3232,Sales & Marketing,region_2,Bachelors,m,other,1,32,5.0,6,0,0,49,31-40,Intermediate,Low,Not Achieved,No Award,Excellent
29827,Operations,region_19,Masters & above,f,other,1,42,3.0,14,0,0,62,41-50,Experienced,Average,Not Achieved,No Award,Average
48498,Sales & Marketing,region_7,,m,other,1,33,3.0,4,0,0,49,31-40,Beginner,Low,Not Achieved,No Award,Average
56726,HR,region_23,Bachelors,f,other,1,29,4.0,2,0,0,50,21-30,Beginner,Low,Not Achieved,No Award,Good
14491,Operations,region_34,Masters & above,f,other,1,35,4.0,9,1,0,64,31-40,Intermediate,Average,Achieved,No Award,Good
58342,Procurement,region_2,Bachelors,f,other,2,32,3.0,6,0,0,70,31-40,Intermediate,Average,Not Achieved,No Award,Average
5429,Sales & Marketing,region_20,Bachelors,m,other,1,34,3.0,2,0,0,51,31-40,Beginner,Average,Not Achieved,No Award,Average
69214,Procurement,region_20,Masters & above,f,other,1,35,1.0,7,1,0,69,31-40,Intermediate,Average,Achieved,No Award,Poor
53204,Operations,region_25,Bachelors,m,other,1,26,3.0,3,0,0,58,21-30,Beginner,Average,Not Achieved,No Award,Average
47205,Sales & Marketing,region_4,Bachelors,m,other,1,28,4.0,4,1,0,47,21-30,Beginner,Low,Achieved,No Award,Good
4575,Procurement,region_2,Masters & above,m,other,1,51,4.0,2,0,0,69,51-60,Beginner,Average,Not Achieved,No Award,Good
68640,Legal,region_22,Bachelors,f,other,1,30,1.0,2,0,0,59,21-30,Beginner,Average,Not Achieved,No Award,Poor
19471,Sales & Marketing,region_22,Bachelors,m,other,2,28,4.0,2,0,0,64,21-30,Beginner,Average,Not Achieved,No Award,Good
31212,Operations,region_2,,m,other,1,41,3.0,7,0,0,60,41-50,Intermediate,Average,Not Achieved,No Award,Average
47188,Sales & Marketing,region_13,Bachelors,m,sourcing,1,33,5.0,7,0,0,49,31-40,Intermediate,Low,Not Achieved,No Award,Excellent
40350,Procurement,region_2,Bachelors,m,sourcing,4,32,3.0,3,1,0,71,31-40,Beginner,Good,Achieved,No Award,Average
32451,Operations,region_23,Masters & above,f,other,1,35,3.0,7,1,0,55,31-40,Intermediate,Average,Achieved,No Award,Average
56339,Finance,region_22,Bachelors,m,other,2,31,5.0,2,1,0,63,31-40,Beginner,Average,Achieved,No Award,Excellent
4148,Operations,region_11,Bachelors,m,other,1,34,1.0,7,0,0,61,31-40,Intermediate,Average,Not Achieved,No Award,Poor
40527,R&D,region_22,Bachelors,m,other,2,30,5.0,4,0,0,85,21-30,Beginner,Good,Not Achieved,No Award,Excellent
32584,Finance,region_26,Bachelors,m,other,2,33,4.0,6,1,0,62,31-40,Intermediate,Average,Achieved,No Award,Good
32045,Legal,region_26,Bachelors,m,other,1,32,5.0,6,1,0,55,31-40,Intermediate,Average,Achieved,No Award,Excellent
58199,Technology,region_23,Masters & above,m,other,1,33,3.0,7,0,0,83,31-40,Intermediate,Good,Not Achieved,No Award,Average
60368,Technology,region_27,Below Secondary,m,other,3,23,5.0,2,1,0,76,21-30,Beginner,Good,Achieved,No Award,Excellent
13214,Legal,region_11,Bachelors,m,sourcing,1,33,2.0,5,0,0,59,31-40,Beginner,Average,Not Achieved,No Award,Poor
74362,Finance,region_2,Bachelors,m,other,1,59,3.0,22,0,0,60,51-60,Expert,Average,Not Achieved,No Award,Average
44974,Operations,region_11,Bachelors,f,other,1,32,4.0,5,0,0,57,31-40,Beginner,Average,Not Achieved,No Award,Good
18101,Sales & Marketing,region_22,Masters & above,m,other,1,37,5.0,2,1,0,47,31-40,Beginner,Low,Achieved,No Award,Excellent
77063,Operations,region_2,Bachelors,f,sourcing,1,39,5.0,3,1,0,57,31-40,Beginner,Average,Achieved,No Award,Excellent
35372,Sales & Marketing,region_2,Bachelors,m,other,1,29,3.0,2,0,0,48,21-30,Beginner,Low,Not Achieved,No Award,Average
63554,Operations,region_7,Bachelors,m,sourcing,1,33,3.0,8,0,0,59,31-40,Intermediate,Average,Not Achieved,No Award,Average
25189,Legal,region_31,Bachelors,m,other,1,26,3.0,2,0,0,55,21-30,Beginner,Average,Not Achieved,No Award,Average
11232,Sales & Marketing,region_27,Bachelors,m,sourcing,1,30,3.0,7,1,0,46,21-30,Intermediate,Low,Achieved,No Award,Average
67615,Sales & Marketing,region_28,,m,sourcing,1,29,5.0,4,0,0,43,21-30,Beginner,Low,Not Achieved,No Award,Excellent
8717,Procurement,region_2,Masters & above,f,sourcing,1,43,4.0,9,0,0,68,41-50,Intermediate,Average,Not Achieved,No Award,Good
47437,Sales & Marketing,region_4,Masters & above,m,other,2,50,4.0,16,0,0,51,41-50,Experienced,Average,Not Achieved,No Award,Good
57667,Analytics,region_2,Masters & above,m,other,1,47,5.0,13,1,1,84,41-50,Experienced,Good,Achieved,Award Won,Excellent
59918,Sales & Marketing,region_4,Bachelors,f,other,1,27,5.0,3,0,0,52,21-30,Beginner,Average,Not Achieved,No Award,Excellent
77961,Sales & Marketing,region_2,,m,other,1,45,5.0,4,1,0,50,41-50,Beginner,Low,Achieved,No Award,Excellent
27449,Sales & Marketing,region_22,Bachelors,f,other,1,27,3.0,3,0,0,59,21-30,Beginner,Average,Not Achieved,No Award,Average
22465,Sales & Marketing,region_15,Bachelors,m,sourcing,1,51,1.0,7,1,0,52,51-60,Intermediate,Average,Achieved,No Award,Poor
23186,Sales & Marketing,region_22,Bachelors,m,other,1,25,5.0,1,0,0,50,21-30,Beginner,Low,Not Achieved,No Award,Excellent
42268,Sales & Marketing,region_7,Bachelors,m,other,1,29,,1,0,0,46,21-30,Beginner,Low,Not Achieved,No Award,
77038,Operations,region_19,Bachelors,m,other,1,47,5.0,14,0,0,61,41-50,Experienced,Average,Not Achieved,No Award,Excellent
68667,Analytics,region_2,Bachelors,m,other,1,37,2.0,11,0,0,85,31-40,Experienced,Good,Not Achieved,No Award,Poor
12999,Sales & Marketing,region_23,Bachelors,m,sourcing,1,39,3.0,5,0,0,51,31-40,Beginner,Average,Not Achieved,No Award,Average
64293,Technology,region_13,Bachelors,f,sourcing,1,52,3.0,18,0,0,82,51-60,Experienced,Good,Not Achieved,No Award,Average
63000,Analytics,region_23,Bachelors,m,sourcing,2,35,5.0,5,0,0,83,31-40,Beginner,Good,Not Achieved,No Award,Excellent
20217,Analytics,region_23,Masters & above,m,other,1,38,3.0,4,0,0,84,31-40,Beginner,Good,Not Achieved,No Award,Average
44044,Sales & Marketing,region_15,Masters & above,m,sourcing,1,32,1.0,8,0,0,53,31-40,Intermediate,Average,Not Achieved,No Award,Poor
59571,Analytics,region_22,Bachelors,f,sourcing,1,28,3.0,4,0,0,87,21-30,Beginner,Excellent,Not Achieved,No Award,Average
16543,Technology,region_15,Bachelors,m,other,2,29,3.0,6,0,0,76,21-30,Intermediate,Good,Not Achieved,No Award,Average
41254,Operations,region_2,Bachelors,m,other,1,50,4.0,13,0,0,66,41-50,Experienced,Average,Not Achieved,No Award,Good
32551,Operations,region_22,Bachelors,m,other,2,24,,1,0,0,57,21-30,Beginner,Average,Not Achieved,No Award,
30189,Technology,region_16,Below Secondary,m,sourcing,1,23,,1,0,0,83,21-30,Beginner,Good,Not Achieved,No Award,
9608,Operations,region_2,Bachelors,f,other,1,29,4.0,6,1,0,58,21-30,Intermediate,Average,Achieved,No Award,Good
66097,Procurement,region_15,Masters & above,m,other,1,37,1.0,9,0,0,73,31-40,Intermediate,Good,Not Achieved,No Award,Poor
58347,Technology,region_5,Masters & above,f,sourcing,1,32,1.0,2,0,0,83,31-40,Beginner,Good,Not Achieved,No Award,Poor
39331,Analytics,region_9,,m,other,1,34,3.0,8,0,0,86,31-40,Intermediate,Excellent,Not Achieved,No Award,Average
25310,Technology,region_13,Masters & above,m,other,1,47,3.0,4,0,0,73,41-50,Beginner,Good,Not Achieved,No Award,Average
35738,Operations,region_15,Bachelors,m,sourcing,2,34,5.0,7,1,0,59,31-40,Intermediate,Average,Achieved,No Award,Excellent
12337,Sales & Marketing,region_29,Bachelors,m,other,2,29,1.0,5,1,0,48,21-30,Beginner,Low,Achieved,No Award,Poor
29991,Sales & Marketing,region_11,Bachelors,m,other,1,28,5.0,3,1,0,46,21-30,Beginner,Low,Achieved,No Award,Excellent
35179,Technology,region_26,Bachelors,m,other,1,38,3.0,4,0,0,83,31-40,Beginner,Good,Not Achieved,No Award,Average
13628,Analytics,region_29,Bachelors,m,sourcing,1,32,5.0,7,1,0,87,31-40,Intermediate,Excellent,Achieved,No Award,Excellent
53253,Sales & Marketing,region_9,Bachelors,f,sourcing,1,29,1.0,4,0,0,44,21-30,Beginner,Low,Not Achieved,No Award,Poor
56902,Technology,region_2,Bachelors,f,other,1,28,5.0,2,1,1,98,21-30,Beginner,Excellent,Achieved,Award Won,Excellent
42342,Operations,region_16,Bachelors,m,sourcing,1,39,5.0,3,1,0,57,31-40,Beginner,Average,Achieved,No Award,Excellent
4163,Analytics,region_9,Masters & above,m,sourcing,2,29,,1,1,0,79,21-30,Beginner,Good,Achieved,No Award,
46528,Operations,region_32,Bachelors,f,sourcing,1,35,3.0,2,0,0,63,31-40,Beginner,Average,Not Achieved,No Award,Average
8542,Technology,region_26,Bachelors,m,sourcing,2,27,4.0,1,0,0,83,21-30,Beginner,Good,Not Achieved,No Award,Good
6890,Operations,region_13,Bachelors,m,other,1,31,3.0,8,1,0,59,31-40,Intermediate,Average,Achieved,No Award,Average
38382,Operations,region_14,Bachelors,f,sourcing,1,38,3.0,9,1,0,55,31-40,Intermediate,Average,Achieved,No Award,Average
9461,Operations,region_2,,f,other,2,44,5.0,3,1,0,54,41-50,Beginner,Average,Achieved,No Award,Excellent
33352,Sales & Marketing,region_2,Masters & above,f,other,1,32,3.0,6,1,0,43,31-40,Intermediate,Low,Achieved,No Award,Average
73874,Sales & Marketing,region_13,Bachelors,m,other,2,37,1.0,2,0,0,47,31-40,Beginner,Low,Not Achieved,No Award,Poor
32105,Technology,region_15,Bachelors,m,other,1,31,4.0,7,0,0,80,31-40,Intermediate,Good,Not Achieved,No Award,Good
46384,Sales & Marketing,region_13,Masters & above,m,sourcing,2,36,3.0,3,0,0,48,31-40,Beginner,Low,Not Achieved,No Award,Average
13796,Operations,region_8,,f,other,1,27,,1,0,0,62,21-30,Beginner,Average,Not Achieved,No Award,
52518,Finance,region_20,Bachelors,m,other,2,30,3.0,3,0,0,62,21-30,Beginner,Average,Not Achieved,No Award,Average
52410,Sales & Marketing,region_7,,m,other,1,24,,1,1,0,48,21-30,Beginner,Low,Achieved,No Award,
35907,Procurement,region_34,Masters & above,m,sourcing,1,40,2.0,5,0,0,65,31-40,Beginner,Average,Not Achieved,No Award,Poor
36089,Sales & Marketing,region_2,Masters & above,m,sourcing,2,35,4.0,8,1,0,49,31-40,Intermediate,Low,Achieved,No Award,Good
40093,Procurement,region_6,Bachelors,m,sourcing,1,32,3.0,7,0,0,72,31-40,Intermediate,Good,Not Achieved,No Award,Average
55788,Finance,region_2,Bachelors,m,other,1,49,5.0,16,1,0,56,41-50,Experienced,Average,Achieved,No Award,Excellent
18134,Procurement,region_2,,f,sourcing,1,41,3.0,10,0,0,64,41-50,Intermediate,Average,Not Achieved,No Award,Average
51086,Sales & Marketing,region_26,Bachelors,m,other,1,28,3.0,3,0,0,48,21-30,Beginner,Low,Not Achieved,No Award,Average
